"success","failure","stt","reg","eth","inc","age","z.inc","z.incstt","z.trnprv","z.repprv","reg.eth","reg.inc","reg.age","stt.eth","stt.inc","stt.age","eth.inc","eth.age","inc.age","reg.eth.inc","reg.eth.age","reg.inc.age","stt.eth.inc","stt.eth.age","stt.inc.age","eth.inc.age","reg.eth.inc.age","stt.eth.inc.age","year" 
0,1,44,3,3,5,1,0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-3","3-5","3-1","44-3","44-5","44-1","3-5","3-1","5-1","3-3-5","3-3-1","3-5-1","44-3-5","44-3-1","44-5-1","3-5-1","3-3-5-1","44-3-5-1",1
1,0,2,4,4,5,1,0.707020120633347,0.776098312876315,0.946725274456649,0.747777469171476,"4-4","4-5","4-1","2-4","2-5","2-1","4-5","4-1","5-1","4-4-5","4-4-1","4-5-1","2-4-5","2-4-1","2-5-1","4-5-1","4-4-5-1","2-4-5-1",1
0,1,3,4,4,5,1,0.707020120633347,-0.15201157233261,-0.79296060752049,0.0691901562469826,"4-4","4-5","4-1","3-4","3-5","3-1","4-5","4-1","5-1","4-4-5","4-4-1","4-5-1","3-4-5","3-4-1","3-5-1","4-5-1","4-4-5-1","3-4-5-1",1
6,11,5,4,4,5,1,0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-4","4-5","4-1","5-4","5-5","5-1","4-5","4-1","5-1","4-4-5","4-4-1","4-5-1","5-4-5","5-4-1","5-5-1","4-5-1","4-4-5-1","5-4-5-1",1
1,0,6,4,4,5,1,0.707020120633347,0.498135686293431,0.215129403800177,0.124964455939407,"4-4","4-5","4-1","6-4","6-5","6-1","4-5","4-1","5-1","4-4-5","4-4-1","4-5-1","6-4-5","6-4-1","6-5-1","4-5-1","4-4-5-1","6-4-5-1",1
1,0,9,5,4,5,1,0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-4","5-5","5-1","9-4","9-5","9-1","4-5","4-1","5-1","5-4-5","5-4-1","5-5-1","9-4-5","9-4-1","9-5-1","4-5-1","5-4-5-1","9-4-5-1",1
0,1,10,3,4,5,1,0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-4","3-5","3-1","10-4","10-5","10-1","4-5","4-1","5-1","3-4-5","3-4-1","3-5-1","10-4-5","10-4-1","10-5-1","4-5-1","3-4-5-1","10-4-5-1",1
2,9,12,4,4,5,1,0.707020120633347,0.66013276769444,-0.909476810624823,-0.53967928206198,"4-4","4-5","4-1","12-4","12-5","12-1","4-5","4-1","5-1","4-4-5","4-4-1","4-5-1","12-4-5","12-4-1","12-5-1","4-5-1","4-4-5-1","12-4-5-1",1
0,3,14,2,4,5,1,0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-4","2-5","2-1","14-4","14-5","14-1","4-5","4-1","5-1","2-4-5","2-4-1","2-5-1","14-4-5","14-4-1","14-5-1","4-5-1","2-4-5-1","14-4-5-1",1
1,1,17,2,4,5,1,0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-4","2-5","2-1","17-4","17-5","17-1","4-5","4-1","5-1","2-4-5","2-4-1","2-5-1","17-4-5","17-4-1","17-5-1","4-5-1","2-4-5-1","17-4-5-1",1
0,2,21,1,4,5,1,0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-4","1-5","1-1","21-4","21-5","21-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","21-4-5","21-4-1","21-5-1","4-5-1","1-4-5-1","21-4-5-1",1
2,2,22,1,4,5,1,0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-4","1-5","1-1","22-4","22-5","22-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","22-4-5","22-4-1","22-5-1","4-5-1","1-4-5-1","22-4-5-1",1
2,0,30,1,4,5,1,0.707020120633347,0.986208758767677,0.587655604260527,-0.0516541597532697,"1-4","1-5","1-1","30-4","30-5","30-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","30-4-5","30-4-1","30-5-1","4-5-1","1-4-5-1","30-4-5-1",1
0,1,31,1,4,5,1,0.707020120633347,0.941488003311901,0.0796186679149393,-0.465313549138748,"1-4","1-5","1-1","31-4","31-5","31-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","31-4-5","31-4-1","31-5-1","4-5-1","1-4-5-1","31-4-5-1",1
1,1,33,1,4,5,1,0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-4","1-5","1-1","33-4","33-5","33-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","33-4-5","33-4-1","33-5-1","4-5-1","1-4-5-1","33-4-5-1",1
0,2,36,2,4,5,1,0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-4","2-5","2-1","36-4","36-5","36-1","4-5","4-1","5-1","2-4-5","2-4-1","2-5-1","36-4-5","36-4-1","36-5-1","4-5-1","2-4-5-1","36-4-5-1",1
0,1,40,1,4,5,1,0.707020120633347,0.126259473253417,-0.0482188941268638,-0.813902922216399,"1-4","1-5","1-1","40-4","40-5","40-1","4-5","4-1","5-1","1-4-5","1-4-1","1-5-1","40-4-5","40-4-1","40-5-1","4-5-1","1-4-5-1","40-4-5-1",1
2,2,44,3,4,5,1,0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-4","3-5","3-1","44-4","44-5","44-1","4-5","4-1","5-1","3-4-5","3-4-1","3-5-1","44-4-5","44-4-1","44-5-1","4-5-1","3-4-5-1","44-4-5-1",1
1,3,47,3,4,5,1,0.707020120633347,0.671852689813885,-0.0960365600412325,0.106373022708599,"3-4","3-5","3-1","47-4","47-5","47-1","4-5","4-1","5-1","3-4-5","3-4-1","3-5-1","47-4-5","47-4-1","47-5-1","4-5-1","3-4-5-1","47-4-5-1",1
1,0,50,2,4,5,1,0.707020120633347,0.20498342380574,0.874171079362693,-0.0888370262148858,"2-4","2-5","2-1","50-4","50-5","50-1","4-5","4-1","5-1","2-4-5","2-4-1","2-5-1","50-4-5","50-4-1","50-5-1","4-5-1","2-4-5-1","50-4-5-1",1
11,14,1,3,1,1,2,-0.707020120633347,-0.497363751102302,-0.33946051248346,0.269048063478169,"3-1","3-1","3-2","1-1","1-1","1-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","1-1-1","1-1-2","1-1-2","1-1-2","3-1-1-2","1-1-1-2",1
9,8,2,4,1,1,2,-0.707020120633347,0.776098312876315,0.946725274456649,0.747777469171476,"4-1","4-1","4-2","2-1","2-1","2-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","2-1-1","2-1-2","2-1-2","1-1-2","4-1-1-2","2-1-1-2",1
6,16,3,4,1,1,2,-0.707020120633347,-0.15201157233261,-0.79296060752049,0.0691901562469826,"4-1","4-1","4-2","3-1","3-1","3-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","3-1-1","3-1-2","3-1-2","1-1-2","4-1-1-2","3-1-1-2",1
15,28,4,3,1,1,2,-0.707020120633347,-0.818350828623674,-0.64643392786623,0.0459508647084725,"3-1","3-1","3-2","4-1","4-1","4-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","4-1-1","4-1-2","4-1-2","1-1-2","3-1-1-2","4-1-1-2",1
30,22,5,4,1,1,2,-0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-1","4-1","4-2","5-1","5-1","5-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","5-1-1","5-1-2","5-1-2","1-1-2","4-1-1-2","5-1-1-2",1
21,6,6,4,1,1,2,-0.707020120633347,0.498135686293431,0.215129403800177,0.124964455939407,"4-1","4-1","4-2","6-1","6-1","6-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","6-1-1","6-1-2","6-1-2","1-1-2","4-1-1-2","6-1-1-2",1
6,7,7,1,1,1,2,-0.707020120633347,0.879649993181672,0.407698227716582,-0.51643999052347,"1-1","1-1","1-2","7-1","7-1","7-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","7-1-1","7-1-2","7-1-2","1-1-2","1-1-1-2","7-1-1-2",1
3,11,8,1,1,1,2,-0.707020120633347,0.431054553109767,0.186365167967383,-0.395595674523218,"1-1","1-1","1-2","8-1","8-1","8-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","8-1-1","8-1-2","8-1-2","1-1-2","1-1-1-2","8-1-1-2",1
1,1,9,5,1,1,2,-0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-1","5-1","5-2","9-1","9-1","9-2","1-1","1-2","1-2","5-1-1","5-1-2","5-1-2","9-1-1","9-1-2","9-1-2","1-1-2","5-1-1-2","9-1-1-2",1
15,16,10,3,1,1,2,-0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-1","3-1","3-2","10-1","10-1","10-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","10-1-1","10-1-2","10-1-2","1-1-2","3-1-1-2","10-1-1-2",1
11,19,11,3,1,1,2,-0.707020120633347,-0.103666893589901,-0.753299110124867,0.194682330554937,"3-1","3-1","3-2","11-1","11-1","11-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","11-1-1","11-1-2","11-1-2","1-1-2","3-1-1-2","11-1-1-2",1
1,4,12,4,1,1,2,-0.707020120633347,0.66013276769444,-0.909476810624823,-0.53967928206198,"4-1","4-1","4-2","12-1","12-1","12-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","12-1-1","12-1-2","12-1-2","1-1-2","4-1-1-2","12-1-1-2",1
10,15,13,4,1,1,2,-0.707020120633347,-0.157486009638404,0.0655711660805155,0.882565360094833,"4-1","4-1","4-2","13-1","13-1","13-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","13-1-1","13-1-2","13-1-2","1-1-2","4-1-1-2","13-1-1-2",1
14,27,14,2,1,1,2,-0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-1","2-1","2-2","14-1","14-1","14-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","14-1-1","14-1-2","14-1-2","1-1-2","2-1-1-2","14-1-1-2",1
7,26,15,2,1,1,2,-0.707020120633347,-0.120167310258066,-0.432578659147381,0.287639496708977,"2-1","2-1","2-2","15-1","15-1","15-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","15-1-1","15-1-2","15-1-2","1-1-2","2-1-1-2","15-1-1-2",1
15,21,16,2,1,1,2,-0.707020120633347,-0.117160224977419,0.460866394512978,-0.0934848845225878,"2-1","2-1","2-2","16-1","16-1","16-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","16-1-1","16-1-2","16-1-2","1-1-2","2-1-1-2","16-1-1-2",1
10,22,17,2,1,1,2,-0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-1","2-1","2-2","17-1","17-1","17-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","17-1-1","17-1-2","17-1-2","1-1-2","2-1-1-2","17-1-1-2",1
21,35,18,3,1,1,2,-0.707020120633347,-0.552493647914164,-0.311087267829617,0.273695921785871,"3-1","3-1","3-2","18-1","18-1","18-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","18-1-1","18-1-2","18-1-2","1-1-2","3-1-1-2","18-1-1-2",1
9,7,19,3,1,1,2,-0.707020120633347,-0.696910846136006,-0.0189848343196331,0.0970773060931946,"3-1","3-1","3-2","19-1","19-1","19-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","19-1-1","19-1-2","19-1-2","1-1-2","3-1-1-2","19-1-1-2",1
37,30,20,1,1,1,2,-0.707020120633347,-0.398361251093308,0.971447488089594,-0.21432920052284,"1-1","1-1","1-2","20-1","20-1","20-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","20-1-1","20-1-2","20-1-2","1-1-2","1-1-1-2","20-1-1-2",1
6,9,21,1,1,1,2,-0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-1","1-1","1-2","21-1","21-1","21-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","21-1-1","21-1-2","21-1-2","1-1-2","1-1-1-2","21-1-1-2",1
4,8,22,1,1,1,2,-0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-1","1-1","1-2","22-1","22-1","22-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","22-1-1","22-1-2","22-1-2","1-1-2","1-1-1-2","22-1-1-2",1
17,22,23,2,1,1,2,-0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-1","2-1","2-2","23-1","23-1","23-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","23-1-1","23-1-2","23-1-2","1-1-2","2-1-1-2","23-1-1-2",1
20,14,24,2,1,1,2,-0.707020120633347,0.875332127137666,1.10511498416995,-0.14461132590731,"2-1","2-1","2-2","24-1","24-1","24-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","24-1-1","24-1-2","24-1-2","1-1-2","2-1-1-2","24-1-1-2",1
6,9,25,3,1,1,2,-0.707020120633347,-0.840634101600776,-0.533911393678296,0.315526646555189,"3-1","3-1","3-2","25-1","25-1","25-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","25-1-1","25-1-2","25-1-2","1-1-2","3-1-1-2","25-1-1-2",1
13,17,26,2,1,1,2,-0.707020120633347,-0.0442191307340327,0.16681714106847,-0.00517557667624957,"2-1","2-1","2-2","26-1","26-1","26-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","26-1-1","26-1-2","26-1-2","1-1-2","2-1-1-2","26-1-1-2",1
15,18,27,4,1,1,2,-0.707020120633347,-0.72173857588904,0.505271589785896,0.552567420247991,"4-1","4-1","4-2","27-1","27-1","27-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","27-1-1","27-1-2","27-1-2","1-1-2","4-1-1-2","27-1-1-2",1
12,15,28,2,1,1,2,-0.707020120633347,0.00474238601496349,0.142776989448387,0.622285294863521,"2-1","2-1","2-2","28-1","28-1","28-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","28-1-1","28-1-2","28-1-2","1-1-2","2-1-1-2","28-1-1-2",1
6,10,29,4,1,1,2,-0.707020120633347,0.186786702620286,-0.711929240106444,0.00412013993915445,"4-1","4-1","4-2","29-1","29-1","29-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","29-1-1","29-1-2","29-1-2","1-1-2","4-1-1-2","29-1-1-2",1
10,7,30,1,1,1,2,-0.707020120633347,0.986208758767677,0.587655604260527,-0.0516541597532697,"1-1","1-1","1-2","30-1","30-1","30-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","30-1-1","30-1-2","30-1-2","1-1-2","1-1-1-2","30-1-1-2",1
4,4,31,1,1,1,2,-0.707020120633347,0.941488003311901,0.0796186679149393,-0.465313549138748,"1-1","1-1","1-2","31-1","31-1","31-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","31-1-1","31-1-2","31-1-2","1-1-2","1-1-1-2","31-1-1-2",1
4,6,32,4,1,1,2,-0.707020120633347,-0.537766640514072,-0.522261851005287,-0.0841891679071838,"4-1","4-1","4-2","32-1","32-1","32-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","32-1-1","32-1-2","32-1-2","1-1-2","4-1-1-2","32-1-1-2",1
14,27,33,1,1,1,2,-0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-1","1-1","1-2","33-1","33-1","33-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","33-1-1","33-1-2","33-1-2","1-1-2","1-1-1-2","33-1-1-2",1
10,23,34,3,1,1,2,-0.707020120633347,-0.428817627653707,-0.424444261743481,0.217921622093446,"3-1","3-1","3-2","34-1","34-1","34-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","34-1-1","34-1-2","34-1-2","1-1-2","3-1-1-2","34-1-1-2",1
20,10,35,2,1,1,2,-0.707020120633347,-0.383017405686929,0.390750898916703,0.599046003325011,"2-1","2-1","2-2","35-1","35-1","35-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","35-1-1","35-1-2","35-1-2","1-1-2","2-1-1-2","35-1-1-2",1
26,44,36,2,1,1,2,-0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-1","2-1","2-2","36-1","36-1","36-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","36-1-1","36-1-2","36-1-2","1-1-2","2-1-1-2","36-1-1-2",1
15,20,37,3,1,1,2,-0.707020120633347,-0.484255943468712,-0.455154531361404,0.431723104247739,"3-1","3-1","3-2","37-1","37-1","37-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","37-1-1","37-1-2","37-1-2","1-1-2","3-1-1-2","37-1-1-2",1
16,9,38,4,1,1,2,-0.707020120633347,-0.149929744061393,0.620650088626029,-0.0934848845225878,"4-1","4-1","4-2","38-1","38-1","38-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","38-1-1","38-1-2","38-1-2","1-1-2","4-1-1-2","38-1-1-2",1
20,37,39,1,1,1,2,-0.707020120633347,-0.0212419149998581,-0.133214092603339,-0.181794192368926,"1-1","1-1","1-2","39-1","39-1","39-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","39-1-1","39-1-2","39-1-2","1-1-2","1-1-1-2","39-1-1-2",1
9,12,40,1,1,1,2,-0.707020120633347,0.126259473253417,-0.0482188941268638,-0.813902922216399,"1-1","1-1","1-2","40-1","40-1","40-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","40-1-1","40-1-2","40-1-2","1-1-2","1-1-1-2","40-1-1-2",1
3,19,41,3,1,1,2,-0.707020120633347,-0.403681478897529,-0.654604608079597,0.292287355016679,"3-1","3-1","3-2","41-1","41-1","41-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","41-1-1","41-1-2","41-1-2","1-1-2","3-1-1-2","41-1-1-2",1
17,15,42,2,1,1,2,-0.707020120633347,-0.311772615960831,0.218151801020186,0.454962395786249,"2-1","2-1","2-2","42-1","42-1","42-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","42-1-1","42-1-2","42-1-2","1-1-2","2-1-1-2","42-1-1-2",1
12,22,43,3,1,1,2,-0.707020120633347,-0.463514765507326,-0.468536499365598,0.00876799824685646,"3-1","3-1","3-2","43-1","43-1","43-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","43-1-1","43-1-2","43-1-2","1-1-2","3-1-1-2","43-1-1-2",1
13,19,44,3,1,1,2,-0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-1","3-1","3-2","44-1","44-1","44-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","44-1-1","44-1-2","44-1-2","1-1-2","3-1-1-2","44-1-1-2",1
11,15,45,4,1,1,2,-0.707020120633347,0.466676947972816,-0.106779060742819,0.924396084864151,"4-1","4-1","4-2","45-1","45-1","45-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","45-1-1","45-1-2","45-1-2","1-1-2","4-1-1-2","45-1-1-2",1
11,17,46,1,1,1,2,-0.707020120633347,0.0871673646050059,0.753114443540665,-0.335173516523092,"1-1","1-1","1-2","46-1","46-1","46-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","46-1-1","46-1-2","46-1-2","1-1-2","1-1-1-2","46-1-1-2",1
6,15,47,3,1,1,2,-0.707020120633347,0.671852689813885,-0.0960365600412325,0.106373022708599,"3-1","3-1","3-2","47-1","47-1","47-2","1-1","1-2","1-2","3-1-1","3-1-2","3-1-2","47-1-1","47-1-2","47-1-2","1-1-2","3-1-1-2","47-1-1-2",1
19,21,48,4,1,1,2,-0.707020120633347,0.318173197959325,0.423353000017068,-0.218977058830542,"4-1","4-1","4-2","48-1","48-1","48-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","48-1-1","48-1-2","48-1-2","1-1-2","4-1-1-2","48-1-1-2",1
12,35,49,1,1,1,2,-0.707020120633347,-0.923136184941604,-0.698717387787173,0.0645422979392806,"1-1","1-1","1-2","49-1","49-1","49-2","1-1","1-2","1-2","1-1-1","1-1-2","1-1-2","49-1-1","49-1-2","49-1-2","1-1-2","1-1-1-2","49-1-1-2",1
19,16,50,2,1,1,2,-0.707020120633347,0.20498342380574,0.874171079362693,-0.0888370262148858,"2-1","2-1","2-2","50-1","50-1","50-2","1-1","1-2","1-2","2-1-1","2-1-2","2-1-2","50-1-1","50-1-2","50-1-2","1-1-2","2-1-1-2","50-1-1-2",1
16,22,51,4,1,1,2,-0.707020120633347,-0.0709744792567125,0.389265696359741,0.891861076710237,"4-1","4-1","4-2","51-1","51-1","51-2","1-1","1-2","1-2","4-1-1","4-1-2","4-1-2","51-1-1","51-1-2","51-1-2","1-1-2","4-1-1-2","51-1-1-2",1
14,12,1,3,2,1,2,-0.707020120633347,-0.497363751102302,-0.33946051248346,0.269048063478169,"3-2","3-1","3-2","1-2","1-1","1-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","1-2-1","1-2-2","1-1-2","2-1-2","3-2-1-2","1-2-1-2",1
1,2,2,4,2,1,2,-0.707020120633347,0.776098312876315,0.946725274456649,0.747777469171476,"4-2","4-1","4-2","2-2","2-1","2-2","2-1","2-2","1-2","4-2-1","4-2-2","4-1-2","2-2-1","2-2-2","2-1-2","2-1-2","4-2-1-2","2-2-1-2",1
1,2,3,4,2,1,2,-0.707020120633347,-0.15201157233261,-0.79296060752049,0.0691901562469826,"4-2","4-1","4-2","3-2","3-1","3-2","2-1","2-2","1-2","4-2-1","4-2-2","4-1-2","3-2-1","3-2-2","3-1-2","2-1-2","4-2-1-2","3-2-1-2",1
5,5,4,3,2,1,2,-0.707020120633347,-0.818350828623674,-0.64643392786623,0.0459508647084725,"3-2","3-1","3-2","4-2","4-1","4-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","4-2-1","4-2-2","4-1-2","2-1-2","3-2-1-2","4-2-1-2",1
12,10,5,4,2,1,2,-0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-2","4-1","4-2","5-2","5-1","5-2","2-1","2-2","1-2","4-2-1","4-2-2","4-1-2","5-2-1","5-2-2","5-1-2","2-1-2","4-2-1-2","5-2-1-2",1
0,4,6,4,2,1,2,-0.707020120633347,0.498135686293431,0.215129403800177,0.124964455939407,"4-2","4-1","4-2","6-2","6-1","6-2","2-1","2-2","1-2","4-2-1","4-2-2","4-1-2","6-2-1","6-2-2","6-1-2","2-1-2","4-2-1-2","6-2-1-2",1
1,3,7,1,2,1,2,-0.707020120633347,0.879649993181672,0.407698227716582,-0.51643999052347,"1-2","1-1","1-2","7-2","7-1","7-2","2-1","2-2","1-2","1-2-1","1-2-2","1-1-2","7-2-1","7-2-2","7-1-2","2-1-2","1-2-1-2","7-2-1-2",1
2,3,8,1,2,1,2,-0.707020120633347,0.431054553109767,0.186365167967383,-0.395595674523218,"1-2","1-1","1-2","8-2","8-1","8-2","2-1","2-2","1-2","1-2-1","1-2-2","1-1-2","8-2-1","8-2-2","8-1-2","2-1-2","1-2-1-2","8-2-1-2",1
7,12,9,5,2,1,2,-0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-2","5-1","5-2","9-2","9-1","9-2","2-1","2-2","1-2","5-2-1","5-2-2","5-1-2","9-2-1","9-2-2","9-1-2","2-1-2","5-2-1-2","9-2-1-2",1
10,10,10,3,2,1,2,-0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-2","3-1","3-2","10-2","10-1","10-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","10-2-1","10-2-2","10-1-2","2-1-2","3-2-1-2","10-2-1-2",1
24,20,11,3,2,1,2,-0.707020120633347,-0.103666893589901,-0.753299110124867,0.194682330554937,"3-2","3-1","3-2","11-2","11-1","11-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","11-2-1","11-2-2","11-1-2","2-1-2","3-2-1-2","11-2-1-2",1
16,9,14,2,2,1,2,-0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-2","2-1","2-2","14-2","14-1","14-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","14-2-1","14-2-2","14-1-2","2-1-2","2-2-1-2","14-2-1-2",1
4,1,15,2,2,1,2,-0.707020120633347,-0.120167310258066,-0.432578659147381,0.287639496708977,"2-2","2-1","2-2","15-2","15-1","15-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","15-2-1","15-2-2","15-1-2","2-1-2","2-2-1-2","15-2-1-2",1
3,3,16,2,2,1,2,-0.707020120633347,-0.117160224977419,0.460866394512978,-0.0934848845225878,"2-2","2-1","2-2","16-2","16-1","16-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","16-2-1","16-2-2","16-1-2","2-1-2","2-2-1-2","16-2-1-2",1
5,7,17,2,2,1,2,-0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-2","2-1","2-2","17-2","17-1","17-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","17-2-1","17-2-2","17-1-2","2-1-2","2-2-1-2","17-2-1-2",1
3,2,18,3,2,1,2,-0.707020120633347,-0.552493647914164,-0.311087267829617,0.273695921785871,"3-2","3-1","3-2","18-2","18-1","18-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","18-2-1","18-2-2","18-1-2","2-1-2","3-2-1-2","18-2-1-2",1
19,9,19,3,2,1,2,-0.707020120633347,-0.696910846136006,-0.0189848343196331,0.0970773060931946,"3-2","3-1","3-2","19-2","19-1","19-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","19-2-1","19-2-2","19-1-2","2-1-2","3-2-1-2","19-2-1-2",1
4,11,21,1,2,1,2,-0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-2","1-1","1-2","21-2","21-1","21-2","2-1","2-2","1-2","1-2-1","1-2-2","1-1-2","21-2-1","21-2-2","21-1-2","2-1-2","1-2-1-2","21-2-1-2",1
2,2,22,1,2,1,2,-0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-2","1-1","1-2","22-2","22-1","22-2","2-1","2-2","1-2","1-2-1","1-2-2","1-1-2","22-2-1","22-2-2","22-1-2","2-1-2","1-2-1-2","22-2-1-2",1
11,6,23,2,2,1,2,-0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-2","2-1","2-2","23-2","23-1","23-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","23-2-1","23-2-2","23-1-2","2-1-2","2-2-1-2","23-2-1-2",1
3,0,24,2,2,1,2,-0.707020120633347,0.875332127137666,1.10511498416995,-0.14461132590731,"2-2","2-1","2-2","24-2","24-1","24-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","24-2-1","24-2-2","24-1-2","2-1-2","2-2-1-2","24-2-1-2",1
16,11,25,3,2,1,2,-0.707020120633347,-0.840634101600776,-0.533911393678296,0.315526646555189,"3-2","3-1","3-2","25-2","25-1","25-2","2-1","2-2","1-2","3-2-1","3-2-2","3-1-2","25-2-1","25-2-2","25-1-2","2-1-2","3-2-1-2","25-2-1-2",1
6,4,26,2,2,1,2,-0.707020120633347,-0.0442191307340327,0.16681714106847,-0.00517557667624957,"2-2","2-1","2-2","26-2","26-1","26-2","2-1","2-2","1-2","2-2-1","2-2-2","2-1-2","26-2-1","26-2-2","26-1-2","2-1-2","2-2-1-2","26-2-1-2",1
