"success","failure","stt","reg","eth","inc","age","z.inc","z.incstt","z.trnprv","z.repprv","reg.eth","reg.inc","reg.age","stt.eth","stt.inc","stt.age","eth.inc","eth.age","inc.age","reg.eth.inc","reg.eth.age","reg.inc.age","stt.eth.inc","stt.eth.age","stt.inc.age","eth.inc.age","reg.eth.inc.age","stt.eth.inc.age","year" 
10,0,7,1,1,5,4,0.707020120633347,0.879649993181672,0.407698227716582,-0.51643999052347,"1-1","1-5","1-4","7-1","7-5","7-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","7-1-5","7-1-4","7-5-4","1-5-4","1-1-5-4","7-1-5-4",1
5,1,8,1,1,5,4,0.707020120633347,0.431054553109767,0.186365167967383,-0.395595674523218,"1-1","1-5","1-4","8-1","8-5","8-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","8-1-5","8-1-4","8-5-4","1-5-4","1-1-5-4","8-1-5-4",1
7,4,9,5,1,5,4,0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-1","5-5","5-4","9-1","9-5","9-4","1-5","1-4","5-4","5-1-5","5-1-4","5-5-4","9-1-5","9-1-4","9-5-4","1-5-4","5-1-5-4","9-1-5-4",1
15,0,10,3,1,5,4,0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-1","3-5","3-4","10-1","10-5","10-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","10-1-5","10-1-4","10-5-4","1-5-4","3-1-5-4","10-1-5-4",1
2,0,11,3,1,5,4,0.707020120633347,-0.103666893589901,-0.753299110124867,0.194682330554937,"3-1","3-5","3-4","11-1","11-5","11-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","11-1-5","11-1-4","11-5-4","1-5-4","3-1-5-4","11-1-5-4",1
7,2,14,2,1,5,4,0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-1","2-5","2-4","14-1","14-5","14-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","14-1-5","14-1-4","14-5-4","1-5-4","2-1-5-4","14-1-5-4",1
1,1,17,2,1,5,4,0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-1","2-5","2-4","17-1","17-5","17-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","17-1-5","17-1-4","17-5-4","1-5-4","2-1-5-4","17-1-5-4",1
0,1,18,3,1,5,4,0.707020120633347,-0.552493647914164,-0.311087267829617,0.273695921785871,"3-1","3-5","3-4","18-1","18-5","18-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","18-1-5","18-1-4","18-5-4","1-5-4","3-1-5-4","18-1-5-4",1
1,0,19,3,1,5,4,0.707020120633347,-0.696910846136006,-0.0189848343196331,0.0970773060931946,"3-1","3-5","3-4","19-1","19-5","19-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","19-1-5","19-1-4","19-5-4","1-5-4","3-1-5-4","19-1-5-4",1
2,0,20,1,1,5,4,0.707020120633347,-0.398361251093308,0.971447488089594,-0.21432920052284,"1-1","1-5","1-4","20-1","20-5","20-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","20-1-5","20-1-4","20-5-4","1-5-4","1-1-5-4","20-1-5-4",1
4,0,21,1,1,5,4,0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-1","1-5","1-4","21-1","21-5","21-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","21-1-5","21-1-4","21-5-4","1-5-4","1-1-5-4","21-1-5-4",1
12,0,22,1,1,5,4,0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-1","1-5","1-4","22-1","22-5","22-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","22-1-5","22-1-4","22-5-4","1-5-4","1-1-5-4","22-1-5-4",1
4,5,23,2,1,5,4,0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-1","2-5","2-4","23-1","23-5","23-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","23-1-5","23-1-4","23-5-4","1-5-4","2-1-5-4","23-1-5-4",1
6,0,24,2,1,5,4,0.707020120633347,0.875332127137666,1.10511498416995,-0.14461132590731,"2-1","2-5","2-4","24-1","24-5","24-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","24-1-5","24-1-4","24-5-4","1-5-4","2-1-5-4","24-1-5-4",1
2,0,27,4,1,5,4,0.707020120633347,-0.72173857588904,0.505271589785896,0.552567420247991,"4-1","4-5","4-4","27-1","27-5","27-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","27-1-5","27-1-4","27-5-4","1-5-4","4-1-5-4","27-1-5-4",1
3,0,28,2,1,5,4,0.707020120633347,0.00474238601496349,0.142776989448387,0.622285294863521,"2-1","2-5","2-4","28-1","28-5","28-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","28-1-5","28-1-4","28-5-4","1-5-4","2-1-5-4","28-1-5-4",1
3,0,29,4,1,5,4,0.707020120633347,0.186786702620286,-0.711929240106444,0.00412013993915445,"4-1","4-5","4-4","29-1","29-5","29-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","29-1-5","29-1-4","29-5-4","1-5-4","4-1-5-4","29-1-5-4",1
6,0,30,1,1,5,4,0.707020120633347,0.986208758767677,0.587655604260527,-0.0516541597532697,"1-1","1-5","1-4","30-1","30-5","30-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","30-1-5","30-1-4","30-5-4","1-5-4","1-1-5-4","30-1-5-4",1
6,0,31,1,1,5,4,0.707020120633347,0.941488003311901,0.0796186679149393,-0.465313549138748,"1-1","1-5","1-4","31-1","31-5","31-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","31-1-5","31-1-4","31-5-4","1-5-4","1-1-5-4","31-1-5-4",1
2,0,32,4,1,5,4,0.707020120633347,-0.537766640514072,-0.522261851005287,-0.0841891679071838,"4-1","4-5","4-4","32-1","32-5","32-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","32-1-5","32-1-4","32-5-4","1-5-4","4-1-5-4","32-1-5-4",1
15,4,33,1,1,5,4,0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-1","1-5","1-4","33-1","33-5","33-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","33-1-5","33-1-4","33-5-4","1-5-4","1-1-5-4","33-1-5-4",1
4,2,34,3,1,5,4,0.707020120633347,-0.428817627653707,-0.424444261743481,0.217921622093446,"3-1","3-5","3-4","34-1","34-5","34-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","34-1-5","34-1-4","34-5-4","1-5-4","3-1-5-4","34-1-5-4",1
2,0,35,2,1,5,4,0.707020120633347,-0.383017405686929,0.390750898916703,0.599046003325011,"2-1","2-5","2-4","35-1","35-5","35-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","35-1-5","35-1-4","35-5-4","1-5-4","2-1-5-4","35-1-5-4",1
2,1,36,2,1,5,4,0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-1","2-5","2-4","36-1","36-5","36-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","36-1-5","36-1-4","36-5-4","1-5-4","2-1-5-4","36-1-5-4",1
2,0,37,3,1,5,4,0.707020120633347,-0.484255943468712,-0.455154531361404,0.431723104247739,"3-1","3-5","3-4","37-1","37-5","37-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","37-1-5","37-1-4","37-5-4","1-5-4","3-1-5-4","37-1-5-4",1
2,0,38,4,1,5,4,0.707020120633347,-0.149929744061393,0.620650088626029,-0.0934848845225878,"4-1","4-5","4-4","38-1","38-5","38-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","38-1-5","38-1-4","38-5-4","1-5-4","4-1-5-4","38-1-5-4",1
5,1,39,1,1,5,4,0.707020120633347,-0.0212419149998581,-0.133214092603339,-0.181794192368926,"1-1","1-5","1-4","39-1","39-5","39-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","39-1-5","39-1-4","39-5-4","1-5-4","1-1-5-4","39-1-5-4",1
5,0,40,1,1,5,4,0.707020120633347,0.126259473253417,-0.0482188941268638,-0.813902922216399,"1-1","1-5","1-4","40-1","40-5","40-4","1-5","1-4","5-4","1-1-5","1-1-4","1-5-4","40-1-5","40-1-4","40-5-4","1-5-4","1-1-5-4","40-1-5-4",1
0,2,41,3,1,5,4,0.707020120633347,-0.403681478897529,-0.654604608079597,0.292287355016679,"3-1","3-5","3-4","41-1","41-5","41-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","41-1-5","41-1-4","41-5-4","1-5-4","3-1-5-4","41-1-5-4",1
1,0,42,2,1,5,4,0.707020120633347,-0.311772615960831,0.218151801020186,0.454962395786249,"2-1","2-5","2-4","42-1","42-5","42-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","42-1-5","42-1-4","42-5-4","1-5-4","2-1-5-4","42-1-5-4",1
1,2,43,3,1,5,4,0.707020120633347,-0.463514765507326,-0.468536499365598,0.00876799824685646,"3-1","3-5","3-4","43-1","43-5","43-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","43-1-5","43-1-4","43-5-4","1-5-4","3-1-5-4","43-1-5-4",1
15,1,44,3,1,5,4,0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-1","3-5","3-4","44-1","44-5","44-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","44-1-5","44-1-4","44-5-4","1-5-4","3-1-5-4","44-1-5-4",1
9,1,47,3,1,5,4,0.707020120633347,0.671852689813885,-0.0960365600412325,0.106373022708599,"3-1","3-5","3-4","47-1","47-5","47-4","1-5","1-4","5-4","3-1-5","3-1-4","3-5-4","47-1-5","47-1-4","47-5-4","1-5-4","3-1-5-4","47-1-5-4",1
3,0,48,4,1,5,4,0.707020120633347,0.318173197959325,0.423353000017068,-0.218977058830542,"4-1","4-5","4-4","48-1","48-5","48-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","48-1-5","48-1-4","48-5-4","1-5-4","4-1-5-4","48-1-5-4",1
6,1,50,2,1,5,4,0.707020120633347,0.20498342380574,0.874171079362693,-0.0888370262148858,"2-1","2-5","2-4","50-1","50-5","50-4","1-5","1-4","5-4","2-1-5","2-1-4","2-5-4","50-1-5","50-1-4","50-5-4","1-5-4","2-1-5-4","50-1-5-4",1
2,1,51,4,1,5,4,0.707020120633347,-0.0709744792567125,0.389265696359741,0.891861076710237,"4-1","4-5","4-4","51-1","51-5","51-4","1-5","1-4","5-4","4-1-5","4-1-4","4-5-4","51-1-5","51-1-4","51-5-4","1-5-4","4-1-5-4","51-1-5-4",1
1,0,5,4,2,5,4,0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-2","4-5","4-4","5-2","5-5","5-4","2-5","2-4","5-4","4-2-5","4-2-4","4-5-4","5-2-5","5-2-4","5-5-4","2-5-4","4-2-5-4","5-2-5-4",1
3,0,9,5,2,5,4,0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-2","5-5","5-4","9-2","9-5","9-4","2-5","2-4","5-4","5-2-5","5-2-4","5-5-4","9-2-5","9-2-4","9-5-4","2-5-4","5-2-5-4","9-2-5-4",1
1,0,21,1,2,5,4,0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-2","1-5","1-4","21-2","21-5","21-4","2-5","2-4","5-4","1-2-5","1-2-4","1-5-4","21-2-5","21-2-4","21-5-4","2-5-4","1-2-5-4","21-2-5-4",1
1,0,33,1,2,5,4,0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-2","1-5","1-4","33-2","33-5","33-4","2-5","2-4","5-4","1-2-5","1-2-4","1-5-4","33-2-5","33-2-4","33-5-4","2-5-4","1-2-5-4","33-2-5-4",1
1,0,44,3,2,5,4,0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-2","3-5","3-4","44-2","44-5","44-4","2-5","2-4","5-4","3-2-5","3-2-4","3-5-4","44-2-5","44-2-4","44-5-4","2-5-4","3-2-5-4","44-2-5-4",1
0,1,5,4,3,5,4,0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-3","4-5","4-4","5-3","5-5","5-4","3-5","3-4","5-4","4-3-5","4-3-4","4-5-4","5-3-5","5-3-4","5-5-4","3-5-4","4-3-5-4","5-3-5-4",1
1,0,10,3,3,5,4,0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-3","3-5","3-4","10-3","10-5","10-4","3-5","3-4","5-4","3-3-5","3-3-4","3-5-4","10-3-5","10-3-4","10-5-4","3-5-4","3-3-5-4","10-3-5-4",1
1,0,32,4,3,5,4,0.707020120633347,-0.537766640514072,-0.522261851005287,-0.0841891679071838,"4-3","4-5","4-4","32-3","32-5","32-4","3-5","3-4","5-4","4-3-5","4-3-4","4-5-4","32-3-5","32-3-4","32-5-4","3-5-4","4-3-5-4","32-3-5-4",1
0,2,33,1,3,5,4,0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-3","1-5","1-4","33-3","33-5","33-4","3-5","3-4","5-4","1-3-5","1-3-4","1-5-4","33-3-5","33-3-4","33-5-4","3-5-4","1-3-5-4","33-3-5-4",1
1,2,5,4,4,5,4,0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-4","4-5","4-4","5-4","5-5","5-4","4-5","4-4","5-4","4-4-5","4-4-4","4-5-4","5-4-5","5-4-4","5-5-4","4-5-4","4-4-5-4","5-4-5-4",1
2,0,10,3,4,5,4,0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-4","3-5","3-4","10-4","10-5","10-4","4-5","4-4","5-4","3-4-5","3-4-4","3-5-4","10-4-5","10-4-4","10-5-4","4-5-4","3-4-5-4","10-4-5-4",1
3,5,12,4,4,5,4,0.707020120633347,0.66013276769444,-0.909476810624823,-0.53967928206198,"4-4","4-5","4-4","12-4","12-5","12-4","4-5","4-4","5-4","4-4-5","4-4-4","4-5-4","12-4-5","12-4-4","12-5-4","4-5-4","4-4-5-4","12-4-5-4",1
1,0,22,1,4,5,4,0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-4","1-5","1-4","22-4","22-5","22-4","4-5","4-4","5-4","1-4-5","1-4-4","1-5-4","22-4-5","22-4-4","22-5-4","4-5-4","1-4-5-4","22-4-5-4",1
1,0,23,2,4,5,4,0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-4","2-5","2-4","23-4","23-5","23-4","4-5","4-4","5-4","2-4-5","2-4-4","2-5-4","23-4-5","23-4-4","23-5-4","4-5-4","2-4-5-4","23-4-5-4",1
0,1,26,2,4,5,4,0.707020120633347,-0.0442191307340327,0.16681714106847,-0.00517557667624957,"2-4","2-5","2-4","26-4","26-5","26-4","4-5","4-4","5-4","2-4-5","2-4-4","2-5-4","26-4-5","26-4-4","26-5-4","4-5-4","2-4-5-4","26-4-5-4",1
1,0,33,1,4,5,4,0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-4","1-5","1-4","33-4","33-5","33-4","4-5","4-4","5-4","1-4-5","1-4-4","1-5-4","33-4-5","33-4-4","33-5-4","4-5-4","1-4-5-4","33-4-5-4",1
1,0,44,3,4,5,4,0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-4","3-5","3-4","44-4","44-5","44-4","4-5","4-4","5-4","3-4-5","3-4-4","3-5-4","44-4-5","44-4-4","44-5-4","4-5-4","3-4-5-4","44-4-5-4",1
0,1,49,1,4,5,4,0.707020120633347,-0.923136184941604,-0.698717387787173,0.0645422979392806,"1-4","1-5","1-4","49-4","49-5","49-4","4-5","4-4","5-4","1-4-5","1-4-4","1-5-4","49-4-5","49-4-4","49-5-4","4-5-4","1-4-5-4","49-4-5-4",1
4,15,1,3,1,1,1,-0.707020120633347,-0.649078754397193,-0.454684791223693,0.481441967439537,"3-1","3-1","3-1","1-1","1-1","1-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","1-1-1","1-1-1","1-1-1","1-1-1","3-1-1-1","1-1-1-1",2
8,10,2,4,1,1,1,-0.707020120633347,0.694429239823319,0.719892419480335,0.495826805213187,"4-1","4-1","4-1","2-1","2-1","2-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","2-1-1","2-1-1","2-1-1","1-1-1","4-1-1-1","2-1-1-1",2
4,5,3,4,1,1,1,-0.707020120633347,-0.141312159758655,-0.602551260313902,0.117026077173745,"4-1","4-1","4-1","3-1","3-1","3-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","3-1-1","3-1-1","3-1-1","1-1-1","4-1-1-1","3-1-1-1",2
11,18,4,3,1,1,1,-0.707020120633347,-0.713444485268506,-0.731507044283646,0.0978462934755453,"3-1","3-1","3-1","4-1","4-1","4-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","4-1-1","4-1-1","4-1-1","1-1-1","3-1-1-1","4-1-1-1",2
40,26,5,4,1,1,1,-0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-1","4-1","4-1","5-1","5-1","5-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","5-1-1","5-1-1","5-1-1","1-1-1","4-1-1-1","5-1-1-1",2
26,18,6,4,1,1,1,-0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-1","4-1","4-1","6-1","6-1","6-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","6-1-1","6-1-1","6-1-1","1-1-1","4-1-1-1","6-1-1-1",2
3,6,7,1,1,1,1,-0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-1","1-1","1-1","7-1","7-1","7-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","7-1-1","7-1-1","7-1-1","1-1-1","1-1-1-1","7-1-1-1",2
2,8,8,1,1,1,1,-0.707020120633347,0.301751003426875,0.0726709137792464,-0.319314001960296,"1-1","1-1","1-1","8-1","8-1","8-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","8-1-1","8-1-1","8-1-1","1-1-1","1-1-1-1","8-1-1-1",2
22,4,9,5,1,1,1,-0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-1","5-1","5-1","9-1","9-1","9-1","1-1","1-1","1-1","5-1-1","5-1-1","5-1-1","9-1-1","9-1-1","9-1-1","1-1-1","5-1-1-1","9-1-1-1",2
14,17,10,3,1,1,1,-0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-1","3-1","3-1","10-1","10-1","10-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","10-1-1","10-1-1","10-1-1","1-1-1","3-1-1-1","10-1-1-1",2
10,11,11,3,1,1,1,-0.707020120633347,-0.03074898931129,-0.518768299334906,0.265669400834791,"3-1","3-1","3-1","11-1","11-1","11-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","11-1-1","11-1-1","11-1-1","1-1-1","3-1-1-1","11-1-1-1",2
3,5,12,4,1,1,1,-0.707020120633347,0.899751193494662,-1.02244192880182,-0.348083677507595,"4-1","4-1","4-1","12-1","12-1","12-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","12-1-1","12-1-1","12-1-1","1-1-1","4-1-1-1","12-1-1-1",2
11,19,13,4,1,1,1,-0.707020120633347,-0.132802105099908,0.00651345778040452,0.78831850661073,"4-1","4-1","4-1","13-1","13-1","13-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","13-1-1","13-1-1","13-1-1","1-1-1","4-1-1-1","13-1-1-1",2
18,11,14,2,1,1,1,-0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-1","2-1","2-1","14-1","14-1","14-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","14-1-1","14-1-1","14-1-1","1-1-1","2-1-1-1","14-1-1-1",2
6,12,15,2,1,1,1,-0.707020120633347,-0.232018536002278,-0.505235642959893,0.361568319325789,"2-1","2-1","2-1","15-1","15-1","15-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","15-1-1","15-1-1","15-1-1","1-1-1","2-1-1-1","15-1-1-1",2
37,22,16,2,1,1,1,-0.707020120633347,-0.0391915038536972,0.571803390538829,-0.12272121905375,"2-1","2-1","2-1","16-1","16-1","16-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","16-1-1","16-1-1","16-1-1","1-1-1","2-1-1-1","16-1-1-1",2
24,27,17,2,1,1,1,-0.707020120633347,-0.214998426684785,-0.0811438279187263,0.481441967439537,"2-1","2-1","2-1","17-1","17-1","17-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","17-1-1","17-1-1","17-1-1","1-1-1","2-1-1-1","17-1-1-1",2
21,28,18,3,1,1,1,-0.707020120633347,-0.686495978849142,-0.28886683963079,0.34238853562759,"3-1","3-1","3-1","18-1","18-1","18-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","18-1-1","18-1-1","18-1-1","1-1-1","3-1-1-1","18-1-1-1",2
5,5,19,3,1,1,1,-0.707020120633347,-0.701152184094761,-0.173190179823502,0.212924995664742,"3-1","3-1","3-1","19-1","19-1","19-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","19-1-1","19-1-1","19-1-1","1-1-1","3-1-1-1","19-1-1-1",2
32,28,20,1,1,1,1,-0.707020120633347,-0.181160828398817,0.939983140796909,-0.357673569356695,"1-1","1-1","1-1","20-1","20-1","20-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","20-1-1","20-1-1","20-1-1","1-1-1","1-1-1-1","20-1-1-1",2
13,14,21,1,1,1,1,-0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-1","1-1","1-1","21-1","21-1","21-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","21-1-1","21-1-1","21-1-1","1-1-1","1-1-1-1","21-1-1-1",2
2,7,22,1,1,1,1,-0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-1","1-1","1-1","22-1","22-1","22-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","22-1-1","22-1-1","22-1-1","1-1-1","1-1-1-1","22-1-1-1",2
23,21,23,2,1,1,1,-0.707020120633347,-0.0302762084969152,0.399667563838931,-0.218620137544748,"2-1","2-1","2-1","23-1","23-1","23-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","23-1-1","23-1-1","23-1-1","1-1-1","2-1-1-1","23-1-1-1",2
29,20,24,2,1,1,1,-0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-1","2-1","2-1","24-1","24-1","24-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","24-1-1","24-1-1","24-1-1","1-1-1","2-1-1-1","24-1-1-1",2
2,3,25,3,1,1,1,-0.707020120633347,-0.93686719011877,-0.562275227180357,0.33759358970304,"3-1","3-1","3-1","25-1","25-1","25-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","25-1-1","25-1-1","25-1-1","1-1-1","3-1-1-1","25-1-1-1",2
25,27,26,2,1,1,1,-0.707020120633347,-0.270719022664672,0.224777571790322,0.0355119964563965,"2-1","2-1","2-1","26-1","26-1","26-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","26-1-1","26-1-1","26-1-1","1-1-1","2-1-1-1","26-1-1-1",2
10,14,27,4,1,1,1,-0.707020120633347,-0.539663765927596,0.154142192318195,0.366363265250339,"4-1","4-1","4-1","27-1","27-1","27-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","27-1-1","27-1-1","27-1-1","1-1-1","4-1-1-1","27-1-1-1",2
17,21,28,2,1,1,1,-0.707020120633347,0.00126502583351812,0.0101494364550253,0.668444858496983,"2-1","2-1","2-1","28-1","28-1","28-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","28-1-1","28-1-1","28-1-1","1-1-1","2-1-1-1","28-1-1-1",2
7,4,29,4,1,1,1,-0.707020120633347,0.213813771953162,-0.534191463953206,-0.0747717598082512,"4-1","4-1","4-1","29-1","29-1","29-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","29-1-1","29-1-1","29-1-1","1-1-1","4-1-1-1","29-1-1-1",2
5,13,30,1,1,1,1,-0.707020120633347,0.952297404006605,0.751485210665428,-0.170670678299249,"1-1","1-1","1-1","30-1","30-1","30-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","30-1-1","30-1-1","30-1-1","1-1-1","1-1-1-1","30-1-1-1",2
3,7,31,1,1,1,1,-0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-1","1-1","1-1","31-1","31-1","31-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","31-1-1","31-1-1","31-1-1","1-1-1","1-1-1-1","31-1-1-1",2
5,3,32,4,1,1,1,-0.707020120633347,-0.509743494389305,-0.32648731875549,-0.1179262731292,"4-1","4-1","4-1","32-1","32-1","32-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","32-1-1","32-1-1","32-1-1","1-1-1","4-1-1-1","32-1-1-1",2
14,18,33,1,1,1,1,-0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-1","1-1","1-1","33-1","33-1","33-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","33-1-1","33-1-1","33-1-1","1-1-1","1-1-1-1","33-1-1-1",2
12,11,34,3,1,1,1,-0.707020120633347,-0.459763808298254,-0.266729128876279,0.160180590494694,"3-1","3-1","3-1","34-1","34-1","34-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","34-1-1","34-1-1","34-1-1","1-1-1","3-1-1-1","34-1-1-1",2
20,19,35,2,1,1,1,-0.707020120633347,-0.344405289590802,0.285130693283352,0.529391426685036,"2-1","2-1","2-1","35-1","35-1","35-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","35-1-1","35-1-1","35-1-1","1-1-1","2-1-1-1","35-1-1-1",2
48,39,36,2,1,1,1,-0.707020120633347,-0.141312159758655,0.3869358120165,-0.084361651657351,"2-1","2-1","2-1","36-1","36-1","36-1","1-1","1-1","1-1","2-1-1","2-1-1","2-1-1","36-1-1","36-1-1","36-1-1","1-1-1","2-1-1-1","36-1-1-1",2
4,15,37,3,1,1,1,-0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-1","3-1","3-1","37-1","37-1","37-1","1-1","1-1","1-1","3-1-1","3-1-1","3-1-1","37-1-1","37-1-1","37-1-1","1-1-1","3-1-1-1","37-1-1-1",2
21,24,38,4,1,1,1,-0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-1","4-1","4-1","38-1","38-1","38-1","1-1","1-1","1-1","4-1-1","4-1-1","4-1-1","38-1-1","38-1-1","38-1-1","1-1-1","4-1-1-1","38-1-1-1",2
24,32,39,1,1,1,1,-0.707020120633347,-0.0464182963019978,0.0988279099039965,-0.199440353846549,"1-1","1-1","1-1","39-1","39-1","39-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","39-1-1","39-1-1","39-1-1","1-1-1","1-1-1-1","39-1-1-1",2
13,15,40,1,1,1,1,-0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-1","1-1","1-1","40-1","40-1","40-1","1-1","1-1","1-1","1-1-1","1-1-1","1-1-1","40-1-1","40-1-1","40-1-1","1-1-1","1-1-1-1","40-1-1-1",2
